1685018197.1992354,22:36:37,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1685018197.2169921,22:36:37,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1685018197.2296717,22:36:37,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1685018197.2439983,22:36:37,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1685018197.25559,22:36:37,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1685018197.2615514,22:36:37,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1685018197.268863,22:36:37,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1685018197.2781672,22:36:37,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1685018197.294911,22:36:37,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1685018197.3018405,22:36:37,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1685018197.323401,22:36:37,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1685018197.3370697,22:36:37,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1685018197.344728,22:36:37,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1685018197.3754056,22:36:37,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,73.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1685018197.3824167,22:36:37,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,73.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1685018197.40385,22:36:37,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,73.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1685018197.4140449,22:36:37,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,73.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1685018197.4249158,22:36:37,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,73.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1685018197.442351,22:36:37,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,73.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1685018197.4659598,22:36:37,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,73.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1685018197.4792297,22:36:37,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,73.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
