1685014783.3365178,21:39:43,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1685014783.3567479,21:39:43,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1685014783.3680382,21:39:43,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1685014783.3778443,21:39:43,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1685014783.3884318,21:39:43,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1685014783.3947237,21:39:43,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1685014783.4060025,21:39:43,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1685014783.4136388,21:39:43,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,64.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1685014783.4259148,21:39:43,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,64.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1685014783.4443285,21:39:43,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,64.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1685014783.4661508,21:39:43,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,64.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1685014783.4870358,21:39:43,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,64.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1685014783.5099545,21:39:43,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,64.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1685014783.5243008,21:39:43,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,64.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1685014783.5365,21:39:43,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,64.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1685014783.5447004,21:39:43,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,64.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
