1672202961.4603186,15:49:21,-9.22265625,1.3125,-2.5703125,0.00390625,0.009765625,-0.001953125,-0.64312744140625,0.470458984375,0.5322265625,0.2860107421875
1672202961.5802357,15:49:21,-9.2578125,1.2734375,-2.60546875,-0.00390625,0.0078125,0.0,-0.64337158203125,0.4703369140625,0.5321044921875,0.28582763671875
1672202961.7076151,15:49:21,-9.19140625,1.2734375,-2.5703125,0.009765625,0.009765625,0.00390625,-0.643310546875,0.47021484375,0.5323486328125,0.28582763671875
1672202961.8551495,15:49:21,-9.19140625,1.2734375,-2.5703125,0.01171875,0.0,0.005859375,-0.64306640625,0.47021484375,0.5325927734375,0.28582763671875
1672202962.0113993,15:49:22,-9.19140625,1.2734375,-2.5703125,-0.0078125,0.0,-0.001953125,-0.64306640625,0.4700927734375,0.53271484375,0.28582763671875
1672202962.1771452,15:49:22,-9.19140625,1.2734375,-2.60546875,0.0078125,0.001953125,0.013671875,-0.642822265625,0.470458984375,0.53271484375,0.28564453125
1672202962.305097,15:49:22,-9.1875,1.3125,-2.60546875,0.0,0.0,-0.00390625,-0.64288330078125,0.47039794921875,0.53271484375,0.2857666015625
1672202962.4520552,15:49:22,-9.1484375,1.2734375,-2.5703125,0.0,0.001953125,-0.001953125,-0.6429443359375,0.47003173828125,0.5328369140625,0.28594970703125
1672202962.613914,15:49:22,-9.19140625,1.2734375,-2.5703125,0.001953125,0.0,-0.00390625,-0.6429443359375,0.4700927734375,0.53289794921875,0.2857666015625
1672202962.7630754,15:49:22,-9.19140625,1.2734375,-2.60546875,0.001953125,-0.00390625,0.009765625,-0.6427001953125,0.4703369140625,0.53314208984375,0.28533935546875
1672202962.9099288,15:49:22,-9.1875,1.3125,-2.60546875,-0.001953125,-0.00390625,-0.001953125,-0.64263916015625,0.470458984375,0.533203125,0.28521728515625
1672202963.0544147,15:49:23,-9.22265625,1.3515625,-2.5703125,-0.001953125,0.001953125,-0.001953125,-0.642578125,0.47052001953125,0.53338623046875,0.28497314453125
1672202963.1949446,15:49:23,-9.21875,1.3515625,-2.53125,-0.00390625,-0.001953125,-0.001953125,-0.64251708984375,0.4708251953125,0.53314208984375,0.2850341796875
1672202963.35694,15:49:23,-9.1875,1.3125,-2.5703125,-0.001953125,-0.01171875,-0.001953125,-0.642578125,0.4705810546875,0.53326416015625,0.28509521484375
1672202963.5097966,15:49:23,-9.19140625,1.3125,-2.53125,-0.0078125,-0.001953125,-0.005859375,-0.642578125,0.4703369140625,0.533203125,0.2855224609375
1672202963.6320632,15:49:23,-9.22265625,1.3125,-2.60546875,0.01171875,0.005859375,0.0,-0.6424560546875,0.4703369140625,0.53326416015625,0.28564453125
1672202963.8444245,15:49:23,-9.22265625,1.3125,-2.5703125,0.009765625,-0.005859375,-0.0078125,-0.642333984375,0.47064208984375,0.53277587890625,0.28643798828125
1672202963.9839919,15:49:23,-9.21875,1.2734375,-2.60546875,-0.00390625,0.00390625,-0.00390625,-0.64239501953125,0.4705810546875,0.5328369140625,0.2862548828125
1672202964.105778,15:49:24,-9.19140625,1.2734375,-2.5703125,-0.005859375,0.005859375,-0.001953125,-0.64263916015625,0.47039794921875,0.53289794921875,0.28594970703125
1672202964.2285295,15:49:24,-9.22265625,1.3125,-2.5703125,-0.005859375,0.005859375,0.005859375,-0.6427001953125,0.4700927734375,0.533203125,0.28570556640625
1672202964.3534176,15:49:24,-9.21875,1.2734375,-2.5703125,-0.005859375,0.0078125,0.005859375,-0.64300537109375,0.4700927734375,0.533203125,0.28497314453125
1672202964.4744363,15:49:24,-9.19140625,1.3125,-2.64453125,-0.0078125,0.0078125,0.0,-0.6431884765625,0.47021484375,0.53326416015625,0.28436279296875
1672202964.6038296,15:49:24,-9.1875,1.3515625,-2.60546875,-0.0078125,-0.00390625,0.005859375,-0.643310546875,0.47003173828125,0.5335693359375,0.2838134765625
1672202964.7456608,15:49:24,-9.1875,1.3125,-2.60546875,0.0,0.0,0.009765625,-0.64306640625,0.47027587890625,0.53375244140625,0.2835693359375
1672202964.8625915,15:49:24,-9.22265625,1.3515625,-2.60546875,0.0,-0.001953125,-0.00390625,-0.64306640625,0.47027587890625,0.5338134765625,0.28350830078125
1672202964.9820163,15:49:24,-9.21875,1.3125,-2.64453125,0.0078125,-0.005859375,0.0,-0.64300537109375,0.4703369140625,0.53375244140625,0.28363037109375
1672202965.1083694,15:49:25,-9.22265625,1.3515625,-2.5703125,0.0,0.0078125,-0.001953125,-0.64288330078125,0.47076416015625,0.53350830078125,0.28369140625
1672202965.2278352,15:49:25,-9.1875,1.3125,-2.60546875,0.00390625,0.0,0.00390625,-0.64312744140625,0.47021484375,0.5338134765625,0.2833251953125
1672202965.3533723,15:49:25,-9.1875,1.3125,-2.60546875,0.0,0.0,0.0,-0.64306640625,0.470458984375,0.5338134765625,0.28326416015625
1672202965.5032365,15:49:25,-9.1875,1.3515625,-2.60546875,0.0078125,-0.00390625,0.01171875,-0.64276123046875,0.4708251953125,0.53387451171875,0.28314208984375
1672203494.7183688,15:58:14,-9.33984375,1.7734375,0.57421875,-0.03515625,-0.052734375,-0.064453125,-0.3863525390625,0.56591796875,0.52081298828125,0.5091552734375
1672203494.9995475,15:58:14,-9.5703125,2.30859375,0.6484375,0.18359375,-0.05859375,0.177734375,-0.37115478515625,0.569580078125,0.52960205078125,0.50732421875
1672203495.1619942,15:58:15,-9.7578125,2.5390625,0.87890625,0.212890625,-0.06640625,0.091796875,-0.36572265625,0.57275390625,0.529296875,0.5079345703125
1672203495.301833,15:58:15,-9.45703125,2.5390625,1.109375,0.033203125,0.005859375,-0.0078125,-0.35125732421875,0.5789794921875,0.52410888671875,0.5164794921875
1672203495.454516,15:58:15,-9.296875,2.38671875,1.0703125,0.02734375,0.0078125,0.044921875,-0.34844970703125,0.58203125,0.52178955078125,0.51727294921875
1672203495.640033,15:58:15,-9.33984375,2.42578125,1.109375,-0.005859375,0.025390625,0.056640625,-0.34381103515625,0.57904052734375,0.529296875,0.51605224609375
1672203495.8031168,15:58:15,-9.37890625,2.69140625,0.87890625,0.013671875,0.0078125,0.037109375,-0.34161376953125,0.57965087890625,0.533203125,0.5128173828125
1672203495.925438,15:58:15,-9.3359375,2.65234375,0.91796875,0.04296875,0.126953125,0.00390625,-0.34222412109375,0.58880615234375,0.5303955078125,0.5048828125
1672203496.047581,15:58:16,-9.37890625,2.8828125,1.03125,-0.099609375,0.025390625,0.11328125,-0.34271240234375,0.5916748046875,0.53192138671875,0.49951171875
1672203496.2611697,15:58:16,-9.19140625,3.07421875,0.80078125,0.048828125,0.01953125,0.076171875,-0.33929443359375,0.59063720703125,0.539794921875,0.49462890625
