1671339957,16:05:56,44.9
1671339957,16:05:57,44.9
1671339957,16:05:57,44.8
1671339958,16:05:57,44.9
1671339958,16:05:58,44.9
1671339958,16:05:58,44.9
1671339959,16:05:58,44.9
1671339959,16:05:58,44.8
1671339959,16:05:59,44.7
1671339959,16:05:59,44.5
1671339960,16:05:59,44.7
1671339960,16:05:59,44
1671339960,16:06:00,43.5
1671339961,16:06:00,43.6
1671339961,16:06:00,44
1671339961,16:06:01,44.1
1671339961,16:06:01,44.1
1671339962,16:06:01,44.1
1671339962,16:06:01,44.1
1671339962,16:06:02,44.1
1671339962,16:06:02,44.1
1671339963,16:06:02,44.2
1671339963,16:06:03,44.1
1671339963,16:06:03,43.1
1671339964,16:06:03,38.5
1671339964,16:06:03,35.6
1671339964,16:06:04,35.6
1671339965,16:06:04,43.8
1671339965,16:06:05,44.3
1671339965,16:06:05,44.9
1671339965,16:06:05,45
1671339966,16:06:05,45.3
1671339966,16:06:06,45.5
1671339966,16:06:06,45.6
1671339966,16:06:06,45.8
1671339967,16:06:06,45.9
1671339967,16:06:07,46.3
1671339967,16:06:07,48
1671339968,16:06:07,48.2
1671339968,16:06:07,48.1
1671339968,16:06:08,48.1
1671339968,16:06:08,47.7
1671339972,16:06:11,76.5
1671339972,16:06:12,64.9
1671339973,16:06:12,62.4
1671339973,16:06:12,49
1671339973,16:06:12,42.8
1671339973,16:06:13,36.1
1671339973,16:06:13,30
1671339974,16:06:13,30
1671339974,16:06:14,30
1671339974,16:06:14,30
1671339975,16:06:14,30
1671339975,16:06:14,30
1671339975,16:06:14,30
1671339975,16:06:15,30
1671339975,16:06:15,30
1671339976,16:06:15,30
1671339976,16:06:15,30
1671339976,16:06:16,30
1671339976,16:06:16,30
1671339977,16:06:16,181.8
1671339977,16:06:17,179.1
1671339977,16:06:17,186.2
1671339977,16:06:17,186.9
1671339978,16:06:17,500
1671339978,16:06:17,500
1671339978,16:06:18,500
1671339978,16:06:18,500
1671339979,16:06:18,500
1671339979,16:06:18,500
1671339979,16:06:19,500
1671339979,16:06:19,500
1671339980,16:06:19,500
1671339980,16:06:20,500
1671339980,16:06:20,500
1671339981,16:06:20,500
1671339981,16:06:20,500
1671339981,16:06:21,500
1671339981,16:06:21,500
1671339982,16:06:21,500
1671339982,16:06:21,500
1671339982,16:06:22,500
1671339983,16:06:22,500
1671339983,16:06:22,500
1671339983,16:06:22,500
1671339983,16:06:23,500
1671339983,16:06:23,500
1671339984,16:06:23,500
1671339984,16:06:23,500
1671339984,16:06:24,500
1671339984,16:06:24,500
1671339985,16:06:24,500
1671339985,16:06:24,500
1671339985,16:06:24,500
1671339985,16:06:25,500
1671339986,16:06:25,500
1671339986,16:06:25,500
1671339986,16:06:25,500
1671339986,16:06:26,500
1671339986,16:06:26,500
1671339987,16:06:26,500
1671339987,16:06:26,500
1671339987,16:06:27,500
1671339987,16:06:27,500
1671339988,16:06:27,500
1671339988,16:06:27,500
1671339988,16:06:28,500
1671339988,16:06:28,500
1671339989,16:06:28,500
1671339989,16:06:28,500
1671339989,16:06:28,500
1671339989,16:06:29,500
1671339989,16:06:29,500
1671339990,16:06:29,500
1671339990,16:06:29,500
1671339990,16:06:30,500
1671339990,16:06:30,500
1671339991,16:06:30,500
1671339991,16:06:31,500
1671339991,16:06:31,500
1671339992,16:06:31,500
1671339992,16:06:31,500
1671339992,16:06:32,500
1671339992,16:06:32,500
1671339992,16:06:32,500
1671339993,16:06:32,500
1671339993,16:06:32,500
1671339993,16:06:33,500
1671339993,16:06:33,500
1671339994,16:06:33,500
1671339994,16:06:34,415.2
1671339994,16:06:34,406.3
1671339995,16:06:34,398.1
1671339995,16:06:34,397.5
1671339995,16:06:34,397.3
1671339995,16:06:35,397
1671339995,16:06:35,387.5
1671339995,16:06:35,383.6
1671339996,16:06:35,352.1
1671339996,16:06:35,339.9
1671339996,16:06:35,339.9
1671339996,16:06:36,325.6
1671339996,16:06:36,319.2
1671339997,16:06:36,306.6
1671339997,16:06:36,268.6
1671339997,16:06:37,270.7
1671339997,16:06:37,271.6
1671339998,16:06:37,500
1671339998,16:06:37,500
1671339998,16:06:38,500
1671339999,16:06:38,500
1671339999,16:06:38,500
1671339999,16:06:38,500
1671339999,16:06:39,500
1671339999,16:06:39,500
1671339999,16:06:39,500
1671340000,16:06:39,500
1671340000,16:06:39,500
1671340000,16:06:40,500
1671340000,16:06:40,500
1671340001,16:06:40,484.6
1671340001,16:06:40,455.6
1671340001,16:06:41,444.8
1671340001,16:06:41,425.7
1671340001,16:06:41,415.7
1671340002,16:06:41,415.6
1671340002,16:06:42,404.2
1671340002,16:06:42,399.7
1671340003,16:06:42,500
1671340003,16:06:42,500
1671340003,16:06:43,500
1671340003,16:06:43,348.8
1671340004,16:06:43,328.7
1671340004,16:06:43,319.1
1671340004,16:06:43,300.8
1671340004,16:06:44,277.3
1671340004,16:06:44,274
1671340005,16:06:44,271.4
1671340005,16:06:44,268.8
1671340005,16:06:45,438
1671340006,16:06:45,404.5
1671340006,16:06:45,402.8
1671340006,16:06:45,397.8
1671340006,16:06:46,397.8
1671340006,16:06:46,384.9
1671340006,16:06:46,371.5
1671340007,16:06:46,366.4
1671340007,16:06:47,347.3
1671340007,16:06:47,323.4
1671340008,16:06:47,312.1
1671340008,16:06:47,280.7
1671340008,16:06:48,260.8
1671340008,16:06:48,257.8
1671340009,16:06:48,244.3
1671340009,16:06:49,222.3
1671340011,16:06:50,158.6
1671340012,16:06:51,39.1
1671340012,16:06:51,38
1671340012,16:06:52,36.7
1671340012,16:06:52,36.7
1671340013,16:06:52,36.7
1671340013,16:06:53,113.1
1671340013,16:06:53,113.1
1671340013,16:06:53,171.3
1671340014,16:06:53,170.5
1671340014,16:06:54,170.5
1671340017,16:06:56,175.9
1671340017,16:06:56,175.8
1671340017,16:06:57,175.8
1671340017,16:06:57,175.2
1671340018,16:06:57,175.1
1671340018,16:06:57,174.7
1671340018,16:06:58,174.5
1671340018,16:06:58,174.4
1671340019,16:06:58,174.4
1671340019,16:06:58,174.5
1671340019,16:06:58,174.5
1671340019,16:06:59,175.4
1671340022,16:07:01,175.9
1671340022,16:07:01,174.5
1671340022,16:07:02,168.3
1671340022,16:07:02,164
1671340023,16:07:02,500
1671340023,16:07:03,500
1671340023,16:07:03,500
1671340024,16:07:03,500
1671340024,16:07:03,500
1671340024,16:07:04,500
1671340027,16:07:07,500
1671340028,16:07:07,500
1671340028,16:07:07,500
1671340028,16:07:08,500
1671340029,16:07:08,500
1671340029,16:07:08,500
1671340029,16:07:09,500
1671340032,16:07:12,500
1671340033,16:07:12,500
1671340033,16:07:12,500
1671340033,16:07:12,500
1671340033,16:07:13,500
1671340033,16:07:13,500
1671340033,16:07:13,500
1671340034,16:07:13,500
1671340034,16:07:13,500
1671340034,16:07:14,500
1671340037,16:07:17,474
1671340038,16:07:17,457.3
1671340038,16:07:17,418.2
1671340038,16:07:18,411.5
1671340038,16:07:18,412.1
1671340038,16:07:18,410.1
1671340039,16:07:18,500
1671340039,16:07:18,374.6
1671340039,16:07:19,377.7
1671340040,16:07:19,364.1
1671340040,16:07:19,358.4
1671340040,16:07:19,356.4
1671340040,16:07:20,32.2
1671340040,16:07:20,310
1671340041,16:07:20,305.1
1671340041,16:07:20,284.6
1671340041,16:07:21,269.7
1671340042,16:07:21,220.1
1671340042,16:07:21,200.8
1671340042,16:07:21,196.2
1671340042,16:07:22,193.4
1671340043,16:07:22,162.3
1671340043,16:07:22,149.1
1671340043,16:07:22,140.4
1671340043,16:07:23,103.5
1671340043,16:07:23,98.7
1671340044,16:07:23,94.9
1671340044,16:07:23,93.7
1671340044,16:07:24,88.1
1671340044,16:07:24,88.1
1671340045,16:07:24,85
1671340045,16:07:25,84.1
1671340045,16:07:25,83.9
1671340046,16:07:25,83.7
1671340046,16:07:25,83.6
1671340046,16:07:25,84
1671340046,16:07:26,84.3
1671340047,16:07:26,81.3
1671340047,16:07:26,81
1671340047,16:07:27,80.9
1671340048,16:07:27,500
1671340048,16:07:27,500
1671340048,16:07:27,500
1671340048,16:07:28,500
1671340048,16:07:28,500
1671340049,16:07:28,500
1671340049,16:07:28,500
1671340049,16:07:29,500
1671340049,16:07:29,500
1671340050,16:07:29,500
1671340050,16:07:29,500
1671340050,16:07:29,500
1671340050,16:07:30,500
1671340050,16:07:30,500
1671340051,16:07:30,500
1671340051,16:07:30,500
1671340051,16:07:30,493.1
1671340051,16:07:31,486.8
1671340051,16:07:31,500
1671340052,16:07:31,500
1671340052,16:07:32,500
1671340052,16:07:32,319.1
1671340052,16:07:32,316.1
1671340053,16:07:32,316.1
