1672202960.377763,15:49:20,103.216,102.132,118.676,129.393,41.257,123.227,68.894,64.657,482.484
1672202960.7506392,15:49:20,44.52,238.631,102.803,140.244,102.668,109.312,72.471,64.67,133.8
1672202961.1156168,15:49:21,45.235,100.488,101.948,61.382,47.525,127.818,71.723,64.666,135.08
1672202961.5158467,15:49:21,44.45,95.087,99.417,99.879,42.402,112.281,72.116,64.637,134.217
1672202961.8960268,15:49:21,43.15,102.962,78.752,122.282,42.369,97.953,72.336,65.909,136.393
1672202962.2651591,15:49:22,104.144,99.916,100.165,130.349,42.152,99.646,71.212,65.132,135.489
1672202962.6909947,15:49:22,103.657,78.85,100.701,100.648,42.766,98.808,70.648,34.845,500
1672202963.0701458,15:49:23,103.714,93.239,98.926,129.781,43.992,99.147,73.338,65.864,134.594
1672202963.442231,15:49:23,102.868,99.994,119.379,129.29,42.25,99.671,71.445,65.896,134.675
1672202963.894971,15:49:23,103.175,117.858,101.179,100.251,43.134,101.715,73.428,66.35,500
1672202964.2793796,15:49:24,102.803,93.419,100.68,128.53,42.618,99.642,70.423,65.913,134.242
1672202964.6625218,15:49:24,104.131,223.743,99.92,130.595,43.076,106.703,71.609,65.843,134.998
1672202965.02543,15:49:25,47.043,95.434,98.894,183.264,42.99,98.681,72.451,64.948,133.723
1672202965.393548,15:49:25,49.034,99.883,99.327,129.724,41.878,176.124,71.997,66.215,135.448
1672203493.4934235,15:58:13,206.783,174.759,108.449,81.442,273.125,500,114.861,107.836,108.269
1672203494.063888,15:58:14,129.72,500,106.335,75.481,500,119.853,106.757,106.241,174.665
1672203494.5562193,15:58:14,500,79.39,106.344,76.204,500,112.084,453.816,89.669,168.936
1672203495.2331865,15:58:15,500,110.22,107.165,76.945,500,500,159.033,108.188,171.672
1672203495.689738,15:58:15,206.243,111.532,106.92,76.442,500,500,83.961,107.439,171.929
1672203496.0896196,15:58:16,500,108.237,105.211,75.546,167.611,112.485,86.889,73.113,148.23
1672203496.7625716,15:58:16,500,109.259,329.923,83.679,471.022,500,78.858,78.789,173.356
1672203497.2892177,15:58:17,500,107.632,331.673,75.464,500,332.475,467.547,107.337,152.761
1672203497.8332176,15:58:17,500,500,104.831,75.002,500,364.977,106.319,75.816,173.728
1672203498.3588219,15:58:18,500,110.044,104.532,74.577,500,500,105.926,66.89,175.106
1672203498.9566617,15:58:18,181.857,110.089,136.385,74.937,500,500,106.81,106.773,178.099
1672203499.3713121,15:58:19,500,108.175,104.52,32.609,199.447,322.895,106.213,74.401,137.644
1672203499.8481693,15:58:19,304.495,108.269,104.912,74.593,500,500,107.517,109.746,153.051
1672203500.3247597,15:58:20,500,109.696,104.176,74.782,500,292.69,105.861,69.54,176.995
1672203500.9455733,15:58:20,500,322.666,194.557,75.26,500,500,107.546,56.946,153.954
1672203501.4597774,15:58:21,500,115.867,103.923,74.602,500,500,106.029,105.763,173.63
1672203501.9592407,15:58:21,500,107.112,102.938,74.307,500,500,105.166,105.047,172.808
1672203502.3653169,15:58:22,500,107.055,103.579,73.89,265.049,227.567,37.524,88.295,154.466
1672203502.917809,15:58:22,168.196,110.118,104.962,73.911,438.5,500,105.473,73.383,236.096
1672203503.4992177,15:58:23,500,110.776,104.925,74.434,500,500,185.995,105.693,110.543
1672203504.0498092,15:58:24,500,78.731,104.029,74.503,405.744,500,128.984,73.641,155.39
1672203504.6560361,15:58:24,500,109.795,103.526,74.364,500,500,90.385,105.309,153.705
1672203505.247136,15:58:25,500,373.384,103.375,74.389,500,440.757,109.876,106.646,128.558
1672203505.7530594,15:58:25,235.368,500,104.405,74.426,500,500,106.053,107.035,128.886
1672203506.295201,15:58:26,500,139.079,104.728,74.311,500,500,107.206,105.362,194.438
1672203506.9472637,15:58:26,500,500,101.87,74.07,500,500,104.818,106.421,173.467
1672203507.4411263,15:58:27,500,101.96,97.532,71.445,500,106.646,81.651,102.206,56.357
1672203508.2648294,15:58:28,500,500,441.677,69.388,500,500,106.65,82.485,50.281
1672203508.8384233,15:58:28,95.786,500,98.088,66.35,97.074,500,328.46,98.072,52.931
1672203509.466946,15:58:29,500,71.085,95.242,65.802,500,101.343,97.606,47.088,39.924
1672203509.9264698,15:58:29,500,26.414,95.443,120.372,422.471,80.187,78.674,44.139,115.233
1672203510.3124044,15:58:30,340.326,49.128,95.819,68.08,274.691,99.204,78.233,42.115,113.859
1672203510.7686028,15:58:30,151.914,45.051,96.457,30.221,500,100.652,96.996,45.836,40.545
1672203511.255915,15:58:31,500,68.468,96.53,37.205,500,100.783,72.688,50.126,114.902
1672203511.6894393,15:58:31,482.843,46.441,96.657,27.702,500,103.359,112.955,45.362,114.485
1672203512.1187227,15:58:32,500,60.303,97.373,69.486,500,102.803,108.592,30.855,117.87
1672203512.7687204,15:58:32,500,500,98.791,68.599,500,500,54.378,52.595,294.399
1672203513.3880057,15:58:33,98.407,500,114.464,53.671,94.559,500,500,56.619,62.597
1672203513.9484825,15:58:33,82.002,500,139.909,87.191,74.982,67.933,500,116.84,135.914
1672203514.9661028,15:58:34,500,500,448.525,500,500,500,36.195,49.533,500
1672203515.8543744,15:58:35,130.746,500,500,500,145.319,122.605,500,272.025,500
1672203516.5648558,15:58:36,113.004,143.659,500,332.528,111.087,101.449,369.107,500,500
1672203517.2536197,15:58:37,93.202,266.55,500,500,92.298,248.26,500,265.229,500
1672203518.1225088,15:58:38,80.207,500,500,500,76.372,500,376.336,209.719,99.818
1672203518.917003,15:58:38,77.411,500,297.719,500,78.625,106.695,500,500,98.055
1672203519.6543808,15:58:39,86.999,500,500,500,79.889,111.986,500,344.263,95.079
1672203520.5839615,15:58:40,245.917,500,500,500,32.629,500,342.149,500,500
1672203521.1735065,15:58:41,58.573,500,500,100.987,54.255,60.777,500,500,90.458
1672203521.8463721,15:58:41,63.451,500,500,500,61.758,65.598,500,500,91.799
1672203522.2977667,15:58:42,63.104,500,208.455,94.649,70.909,67.221,500,160.746,90.986
1672203523.170799,15:58:43,58.778,500,500,500,81.773,99.331,500,500,90.548
1672203523.7141142,15:58:43,67.143,500,500,155.668,67.111,53.094,500,161.486,92.094
1672203524.2213826,15:58:44,79.013,410.106,462.518,500,79.893,99.527,500,155.034,92.045
1672203524.8422902,15:58:44,66.583,382.654,500,500,141.888,66.252,140.67,500,90.004
1672203525.5509489,15:58:45,58.778,500,500,500,60.642,65.541,500,500,91.014
1672203526.2745547,15:58:46,63.463,500,500,500,62.719,61.513,500,500,92.032
1672203526.9831665,15:58:46,64.989,500,500,500,69.392,74.708,249.642,370.869,125.741
1672203527.6625469,15:58:47,109.194,109.938,500,500,80.346,321.782,500,500,90.511
1672203528.4424834,15:58:48,134.009,500,500,500,81.937,78.641,500,325.908,111.348
1672203528.9481645,15:58:48,80.788,172.731,500,133.661,78.588,167.346,500,500,93.181
1672203529.8296256,15:58:49,83.863,500,500,134.553,78.797,500,500,500,94.257
1672203530.6126006,15:58:50,78.257,500,500,500,78.277,102.688,500,500,96.383
1672203531.423549,15:58:51,78.384,500,500,500,78.404,103.015,500,500,104.332
1672203532.0675266,15:58:52,77.308,392.038,500,500,76.601,104.254,500,500,78.907
1672203532.7102537,15:58:52,76.965,246.989,500,500,76.752,105.824,500,500,100.488
